title,price,author,description,Publisher,Pages,Edition,Genre,Language,Binding,Return Policy,Payment Policy,Rating
"['Magic Book SANK Re-Usable MAGIC BOOK Magical Handwriting Workbooks Practice Copybook For Pre-School Kids, (4 BOOK + 1 Pen + 10 REFILL) Number Tracing Book, Drawing, Alphabet And Math Exercise For Preschoolers With Pen, English Magic Books For Kids Reusable Writing Magic Calligraphy Copybook Set Practical Reusable Writing Simple Hand Lettering Stationery Supplies\xa0\xa0(Hardcover : Spiral, ourprice)']",['₹97'],['ourprice'],"['Introduce your child to the world of learning and creativity with our Magic Practice Copybook Set. Featuring English letters, addition and subtraction, drawing, and numbers 1-100, it offers a fun and meaningful educational experience. The special filler ink gradually fades after 30 minutes, making the Vruta books reusable. With comfortable writing design and thick, durable paper, it enhances fine motor skills and eye-hand coordination. The set includes a pen with a random color grip for correct posture and enjoyable writing. Perfect for preschool education, it fosters correct pen grip and handwriting skills while providing engaging activities for young learners.']",['Publisher: ourprice'],['40 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['5']
"['Vasant Bhaag - 1 Textbook In Hindi For Class - 6\xa0\xa0(Paperback, Hindi, ncert expert)']",['₹149'],['ncert expert'],[''],['Publisher: ncert publication'],['200 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Magic Book\xa0\xa0(Hardcover : Spiral, ourprice)']",['₹118'],['ourprice'],[''],['Publisher: ourprice'],['40 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4']
"['One Liner Approach Samanya Gyan: A Dictionary of Facts Based on NCERT Latest Syllabus\xa0\xa0(Paperback, Hindi, Kiran Prakashan)']",['₹269'],['Kiran Prakashan'],[''],['Publisher: Kiran Prakashan'],[None],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Bhartiya Kala Evam Sanskriti (Indian Art and Culture Hindi) for UPSC | 5th Edition | Civil Services Exam | State Administrative Exams\xa0\xa0(DEHLI, Nitin Singhania)']",['₹577'],['Nitin Singhania'],[''],['Publisher: McGraw Hill'],['Pages: 632'],"['Edition: 5th Edition, 2023']",['Genre: Civil Services Exam |\n State Administrative'],[None],['Binding: DEHLI'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['The Hard Thing About Hard Things - Building A Business When There are No Easy Answers (English, paperback, Horowitz Ben)\xa0\xa0(Paperback, Horowitz Ben)']",['₹171'],[''],[''],['Publisher: Bookish'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['The Psychology Of Selling\xa0\xa0(Paperback, BRIAN TRACY)']",['₹209'],['BRIAN TRACY'],[''],['Publisher: Thomas Nelson Publishers'],['257 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Rich Dad Poor Dad (Punjabi)\xa0\xa0(Paperback, Punjabi, Robert T. Kiyosaki)']",['₹319'],['Robert T. Kiyosaki'],['This book is written by Robert T. Kiyosaki It is a Paperback product and Published by MANJUL PUBLISHER'],['Publisher: MANJUL PUBLISHER'],['240 Pages'],[None],[None],['Language: Punjabi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['The psychology of money  - paperback, Morgan housel book with 1 Disc\xa0\xa0(Paperback, Morgan housel)']",['₹225'],['Morgan housel'],[''],['Publisher: Jaico public house'],['Pages: 242'],"['Edition: 1st Edition, 2020']","['Genre: self help books, personal growth books']",[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['PW All-in-One RRB NTPC 2024-25 CBT-1: Theory, Tricks, PYQs & Practice Sets (Eng)  - All in One Rrb Ntpc 2024-2025\xa0\xa0(English, Paperback, unknown)']",['₹299'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 365'],"['Edition: 2024, 2024']",['Genre: Transportation'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Tally Prime With GST In Hindi 439 Pages\xa0\xa0(Paperback, Hindi, Neeraj Singh)']",['₹192'],['Neeraj Singh'],[''],['Publisher: united publication'],['439 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Delhi Police Constable And Driver Chapterwise Mathematics\xa0\xa0(Paperback, Hindi, Ankit Bhati)']",['₹179'],['Ankit Bhati'],[''],['Publisher: Rojgar publication'],['200 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.6']
"['The Almanack Of Naval Ravikant\xa0\xa0(English, Paperback, Jorgenson Eric)']",['₹172'],['Jorgenson Eric'],[''],['Publisher: HarperCollins Publishers India'],['Pages: 242'],['Edition: 2021'],['Genre: Self-Help'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Youth UPSSSC Agriculture Technical And Assistant Group-C Main Exam 15 Sets Practice Book (Hindi)\xa0\xa0(Paperback, Hindi, YCT Team)']",['₹195'],['YCT Team'],[''],['Publisher: Youth Publishers'],['176 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Pw Nta Neet Rankers Test Series 2025 Verified & Curated by Expert Faculties  - PW NTA NEET Rankers Test Series 2025\xa0\xa0(English, Paperback, unknown)']",['₹638'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 536'],"['Edition: 2024, 2024']",['Genre: Medical'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Pw Cbse Class 10 Competency Based Question Bank for Board Exam l Science, Mathematics, Social Science\xa0\xa0(English, Paperback, unknown)']",['₹385'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],['Pages: 552'],"['Edition: 2024, 2024']",['Genre: Juvenile Nonfiction'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Indian Army NER Soldier GD General Duty Recruitment Exam Complete Guide Hindi Medium\xa0\xa0(Paperback, Hindi, Yajvendra Yadav, Ram Singh Yadav)']",['₹160'],[''],['Indian Army NER Soldier GD General Duty Recruitment Exam Complete Guide Hindi Medium'],['Publisher: Shri Krishan Publishers Pvt. Ltd.'],['480 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['The Silent Patient + A Thousand Splendid Suns (2 Books Combo) Best Book\xa0\xa0(Paperback, Alex Michaelides)']",['₹288'],['Alex Michaelides'],[''],['Publisher: BOOKS INFO'],['599 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['The 48 Laws of Power\xa0\xa0(Paperback, Robert Greene)']",['₹249'],[''],[''],['Publisher: Profile Books'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Pariksha Vani Bhartiya Samvidhan Evam Rajvyavastha (Indian Constitution & Polity) With Solution (1991 To 2019)\xa0\xa0(HARD BOOK, Hindi, S. K. OJHA)']",['₹395'],['S. K. OJHA'],[''],['Publisher: BODHIK PRAKASHAN'],['534 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Staff Nurse Book Recruitment Guide.usefull For Esic Staff Nurse Rrb Staff Nurse Aiims Staff Nurse.nursing Officer.all Nursing Competitive Exams.( 2022 Edition.covid-19 Included)\xa0\xa0(Paperback, PRIYANKA JOSHNA)']",['₹649'],['PRIYANKA JOSHNA'],[''],['Publisher: DYNAMICS MEDICALS PUBLISHERSS'],['915 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Diary Of A Wimpy Kid Box Set - Books 1-12\xa0\xa0(Paperback, Jiff Kinney)']",['₹899'],['Jiff Kinney'],"[""Jeff Kinney is a #1 New York Times bestselling author of the Diary of a Wimpy Kid series and the Awesome Friendly Kid series. He is a six-time Nickelodeon Kids' Choice Award winner for Favorite Book and has been named one of Time magazine's 100 Most Influential People in the World. He spent his childhood in the Washington, D.C., area and moved to New England, where he and his wife own a bookstore named An Unlikely Story.""]",['Publisher: Puffin'],['1000 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
['UTKARSH HALF YEARLY CURRENT AFFAIRS 2024 Magazines\xa0\xa0(HINDI)'],['₹147'],[''],[''],[None],[None],[None],[None],[None],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Pw Jee Mains (22 Years) and Advance Pyq (46 Years) Physics, Chemistry, Mathematics Combo\xa0\xa0(English, Paperback, unknown)']","['₹2,117']",['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Bharat Ki Rajvyavastha (Indian Polity Hindi ) for UPSC| 7th Edition | Civil Services Exam | State Administrative Exams  - Mpsc with 1 Disc\xa0\xa0(Hindi, Paperback, Laxmikanth M.)']",['₹666'],['Laxmikanth M.'],[''],['Publisher: McGraw Hill Education India'],['Pages: 744'],"['Edition: 7, 2023']",['Genre: Education'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Saar Sangrah Ncert Class - Vi-Xii One Liner\xa0\xa0(HARD BOOK, Hindi, MAHESH KUMAR BARNWAL)']",['₹438'],['MAHESH KUMAR BARNWAL'],['SAAR SANGRAH NCERT CLASS - VI-XII ONE LINER'],['Publisher: COSMOS PUBLICATION'],['305 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Sugam Hindi Grammar And Composition (Vyakaran Evam Rachna) By Ratanlal Goyal Hindi, Ratanlal Goyal)\xa0\xa0(Paperback, Hindi, Ratanlaal goyal ""bhavi"")']",['₹220'],"['Ratanlaal goyal ""bhavi""']",[''],['Publisher: Chavan publication'],['312 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Oswaal CBSE Sample Question Papers Class 9 Mathematics Book (For 2025 Exam)\xa0\xa0(Paperback, Oswaal Editorial Board)']",['₹249'],['Oswaal Editorial Board'],"['This product covers the following:\n•Fresh & Relevant with the Latest Typologies of Questions\n•Score Boosting Insights with 400 Questions & 150 Concepts(approx.)\n•Insider Tips & Techniques with On-Tips Notes, Mind Maps & Mnemonics\n•Exam Ready to Practice with 5 Solved & 5 Self-Assessment Papers']",['Publisher: Oswaal Books And Learning Private Limited'],['Pages: 128'],"['Edition: New, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Srimad Bhagavad Gita\xa0\xa0(Hardcover, Hindi, SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD)']",['₹239'],['SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD'],[''],['Publisher: BHAKTI VEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Ghatna Chakra UP Police Constable Practice Set Paper | Toh Series | ????? ?????? ????? ????????? ??? ????? With Free OMR Answer Sheet 2024 Exam\xa0\xa0(Paperback, Hindi, Ghatna chakra)']",['₹249'],['Ghatna chakra'],[''],['Publisher: Sam samayik ghatna chakra'],['168 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],[''],['4.3']
"['Vastunisth Shiksha Manovigyan RPSC And Other Exam 2020-21\xa0\xa0(Paperback, Hindi, Dhersingh Dhabhai)']",['₹275'],['Dhersingh Dhabhai'],['Vastunisth Shiksha Manovigyan RPSC And Other Exam 2020-21'],['Publisher: Avani Publication'],['326 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Excel English Speaking Course (With Youtube AV)\xa0\xa0(Hindi, Paperback, Gupta Sahil)']",['₹240'],['Gupta Sahil'],[''],['Publisher: V&S Publishers'],['Pages: 584'],['Edition: 1'],['Genre: Language Arts & Disciplines'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['STARBUK All In One For Pre-Nursery To Primary Kids English And Hindi (My Favorite Big Plastic Board Book)\xa0\xa0(Hardcover, STARBUK)']",['₹350'],['STARBUK'],"['All in One books are the best way to teach children in a fun way. These books are attractively designed. It encourages children to learn more and more with each passing day. Colorful pictured book attracts children. its contains, English & Hindi Alphabet, Numbers, Colours, Shapes, Flowers, Fruits, Vegetables, Vechicles, Wild Animals, Domestic Animals & Pets, Insects, Reptiles & Amphibians, Birds, Computer Parts & Peripherals, Body Parts, Good Habits, Our Helpers, Festivals, Religion, Actions, Time, Clendar & Seasons, National Symbols, Indian Currency, Etc.']",['Publisher: STARBUK'],['32 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Pw Jee Mains 22 Years and Advance Pyq 46 Years Mathematics\xa0\xa0(English, Paperback, unknown)']",['₹799'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Quantitative Aptitude for CAT | 11th Edition (Latest) | Quant | CAT Preparation Exam Book 2025 | Previous Years Solved Papers (PYQ) | McGraw Hill edge Access: Mock Tests, Expert Sessions & Strategies\xa0\xa0(Paperback, Arun Sharma)']",['₹608'],['Arun Sharma'],[''],['Publisher: McGraw Hill'],['Pages: 910'],"['Edition: 11, 2024']",['Genre: Book'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Railway Exam 2024 Science 41 Practice Set Book By Satyam Gupta MD Classes\xa0\xa0(Paperback, Hindi, SATYAM GUPTA MD CLASSES)']",['₹178'],['SATYAM GUPTA MD CLASSES'],"['""Science 41 Practice Sets (with Detailed Solution) \n\nOther Key Features-\n\n• Bilingual\n• Most Expected Questions\n• Based on Railway’s Latest Exam Pattern\n\nWhy is this book the best?\n\nThis Railway Exam 2024 Science Practice set book in which all the questions are backed by detailed solutions is useful for all Upcoming Exams like Technician (Grade III), ALP, RPF SI & Constable, NTPC, Group D & Other Railway Exams.\nYou can improve on the weak topics beforehand and go 100% prepared for the Railway Exam.\nIt includes latest Railway Exam Pattern and all important questions for your sufficient practice.\nThese practice sets will help you accurately estimate your readiness for the Railway Exams up to 90%.\nPractice as many practice sets for Railway because only practice brings perfection.""']",['Publisher: MD Classes'],['176 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Ace Reasoning Ability For Banking And Insurance Book 2021 (Latest Hindi Edition)\xa0\xa0(Paperback, Hindi, Adda247 Publications)']",['₹328'],['Adda247 Publications'],[''],['Publisher: Adda247 Publications'],['477 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Psychology Of Money & Rich Dad Poor Dad\xa0\xa0(Paper pack, Robert T. Kiyosaki, Morgan Housel)']",['₹295'],[''],[''],['Publisher: Domestic90'],['600 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['English Speaking Course Book by Spoken English Guru  - Complete Basic to Advance Grammar & Spoken Topics\xa0\xa0(Paperback, Pooja Rana, Bikrant Rana, Aditya Rana)']",['₹220'],[''],"[""This book is the part of 90 Days English Speaking Course (Latest edition) of Spoken English Guru Brand. It's written by Aditya Sir. It's a must-buy for all Hindi medium students. This book covers complete grammar and spoken topics from basic to advanced level. The whole material is written in Hindi and English. It has a mini dictionary on the last few pages.""]",['Publisher: spoken english guru'],['Pages: 256'],"['Edition: Latest Edition 2024, 2024']",['Genre: English Education'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Parmar SSC General Samanya Vigyan\xa0\xa0(Paperback, Hindi, PARMAR SIR)']",['₹180'],['PARMAR SIR'],[''],['Publisher: PARMAR SSC'],['170 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['']
